SALDO sense ID,polarity label
borstbinderi..1,0
borste..1,1
borstgarnityr..1,0
borstgräs..1,0
borstig..1,0
borstighet..1,0
borstlös..1,0
borstlöshet..1,0
borstmask..1,0
borstnate..1,0
borstnejlika..1,0
borstning..1,1
borstsvans..1,0
borstviskare..1,1
borsyra..1,-1
bortadopterad..1,0
bortafiasko..1,-1
bortaförlora..1,-1
bortaförlust..1,-1
bortaförsäkring..1,0
bortalag..1,0
bortalagad..1,0
bortamatch..1,0
bortaplan..1,0
bortarrendering..1,0
bortaseger..1,1
bortasegra..1,1
bortaspelare..1,0
bortauktionering..1,0
bortavinna..1,1
bortavinst..1,1
bortbjuden..1,0
bortbjudning..1,0
bortblandning..1,-1
bortblåsning..1,0
bortblåst..1,0
bortblåst..2,0
bortbyting..1,0
bortdomnande..1,0
bortdomning..1,0
bortdrivande..1,0
bortdrivande..2,0
bortdrivning..1,0
bortdrivning..2,0
bortdunstning..1,0
bortdöende..1,0
bortdömning..1,0
bortfall..1,0
bortfalla..1,0
bortfallande..1,0
bortflugen..1,0
bortflyttning..1,0
bortflyttning..2,0
bortforslande..1,0
bortforsling..1,0
bortfärd..1,0
bortförklaring..1,-1
bortförklaringsteologi..1,0
bortgivande..1,0
bortglömd..1,0
bortglömdhet..1,0
bortgå..1,0
bortgående..1,0
bortgång..1,-1
bortgången..1,-1
bortgången..2,0
bortklippning..1,0
bortkollring..1,1
bortkommen..1,-1
bortkommenhet..1,-1
bortkörd..1,0
bortlottning..1,0
bortlovande..1,1
bortlåning..1,0
bortläggning..1,0
bortläggning..2,0
bortmarsch..1,0
bortmontera..1,0
bortmotande..1,-1
bortmotning..1,-1
bortnötning..1,-1
bortodling..1,0
bortoperera..1,0
bortopererande..1,0
bortovaro..1,0
bortplockning..1,0
bortplottrande..1,-1
bortrakning..1,0
bortrationalisera..1,1
bortrationaliserande..1,1
bortrationalisering..1,1
bortresa..1,0
bortresonera..1,-1
bortresonerande..1,-1
bortresonerbar..1,-1
bortresonerbarhet..1,-1
bortresonering..1,-1
bortrest..1,0
bortresthet..1,0
bortrinna..1,0
bortrinnande..1,0
bortrivning..1,-1
bortryckning..1,0
bortryckning..2,-1
bortryckt..1,0
borträknande..1,0
bortrövande..1,-1
bortschabblad..1,-1
bortschackring..1,-1
bortsida..1,0
bortskjuten..1,-1
bortskrivning..1,0
bortskrämmande..1,-1
bortskrämning..1,-1
bortskämdhet..1,-1
bortskänka..1,1
bortskänkande..1,1
bortskänkning..1,1
bortskärning..1,0
bortsköljning..1,0
bortslumpa..1,0
bortslumpande..1,0
bortslumpning..1,0
bortsluta..1,0
bortslutande..1,0
bortspolning..1,0
bortsprängning..1,1
bortstötning..1,0
bortsättning..1,0
borttagande..1,0
borttagning..1,0
borttappad..1,-1
borttappande..1,-1
borttorkande..1,0
borttorkande..2,0
borttorkande..3,0
borttränga..1,0
bortträngande..1,-1
bortträngning..1,-1
borttvagning..1,1
borttvättning..1,1
bortvikt..1,0
bortvräkande..1,0
bortväg..1,0
bortvältning..1,0
bortvältring..1,0
bortvänd..1,0
bortända..1,0
bortödsling..1,-1
bosch..1,-1
boskap..1,0
boskapsavel..1,0
boskapsdrift..1,0
boskapsfoder..1,0
boskapshjord..1,0
boskapsmarknad..1,0
boskapspest..1,-1
boskapsras..1,0
boskapsskötande..1,0
boskapsskötare..1,0
boskapsskötsel..1,0
boskapsstock..1,0
boskapsstängsel..1,0
boskapstjuv..1,-1
boskapsuppfödning..1,0
boskifte..1,0
boskillnad..1,0
bosniak..1,0
bosnienkroatisk..1,0
bosnienserbisk..1,0
bosnier..1,0
bosnisk..1,0
bosniska..1,0
boson..1,0
boss..1,-1
boss..2,0
bossighet..1,-1
bossvälde..1,0
bostadsadress..1,0
bostadsband..1,-1
bostadsbestånd..1,0
bostadsbidrag..1,1
bostadsbolag..1,0
bostadsbubbla..1,0
bostadsbyggande..1,0
bostadsexpert..1,1
bostadsföretag..1,0
bostadsförmedling..1,0
bostadshus..1,0
bostadsinspektion..1,0
bostadsklipp..1,0
bostadskooperation..1,0
bostadskredit..1,0
bostadskvarter..1,0
bostadskö..1,0
bostadsköp..1,0
bostadslägenhet..1,0
bostadslänga..1,0
bostadsmarknad..1,0
bostadsmiljö..1,0
bostadsmässig..1,0
bostadsnämnd..1,0
bostadsområde..1,0
bostadspolitik..1,0
bostadspolitisk..1,0
bostadspris..1,0
bostadsproduktion..1,0
bostadsrätt..1,0
bostadsrättsförening..1,0
bostadsrättsinnehavare..1,0
bostadsrättspris..1,0
bostadssocial..1,0
bostadssparande..1,1
bostadsstyrelse..1,0
bostadssökande..1,0
bostadstillägg..1,1
boston..1,0
bostongurka..1,0
bostonvals..1,0
boställe..1,0
bosättare..1,0
bosättning..1,0
bosättningsaffär..1,0
bosättningsort..1,0
bosättningsstopp..1,0
bota..1,1
botande..1,1
botanik..1,0
botaniker..1,0
botanikspade..1,0
botanisera..1,0
botanisera..2,0
botaniserande..1,0
botaniserande..2,0
botanisering..1,0
botanisering..2,0
botanisk..1,0
botanist..1,0
botanistspade..1,0
botbar..1,1
botbarhet..1,1
botdag..1,0
botemedel..1,0
botfärdig..1,1
botfärdighet..1,1
botgörare..1,1
botgörartåg..1,0
botgörelse..1,1
botgöring..1,1
botlig..1,1
botlighet..1,1
botox..1,0
botoxförlamning..1,-1
botswanier..1,0
botswansk..1,0
botswanska..1,0
bottenavlagring..1,0
bottenbjälke..1,1
bottendjur..1,0
bottendålig..1,-1
bottendålighet..1,-1
bottendöd..1,-1
bottenfast..1,0
bottenformation..1,0
bottenfrysa..1,0
bottenfrysande..1,0
bottenfällning..1,0
bottenfärg..1,0
bottengarn..1,0
bottenhederlig..1,1
bottenhederlighet..1,1
bottenis..1,0
bottenkran..1,0
bottenkurs..1,0
bottenkvark..1,0
bottenkänning..1,0
bottenlag..1,0
bottenlevande..1,0
bottenläge..1,0
bottenlös..1,0
bottenlöshet..1,0
bottenmagnet..1,0
bottenmorän..1,0
bottennapp..1,0
bottennapp..2,-1
bottenplan..1,0
bottenplatta..1,0
bottenrekord..1,0
bottenrev..1,0
bottenreva..1,0
bottenrevande..1,0
bottensats..1,0
bottensediment..1,0
bottenskikt..1,0
bottenskola..1,0
bottenskrap..1,0
bottenskrapa..3,0
bottenskrapande..2,0
bottenskvätt..1,0
bottenskyla..1,0
bottenslam..1,0
bottenstock..1,0
bottentryck..1,0
bottenvatten..1,0
bottenventil..1,0
bottenvåning..1,0
bottenyta..1,0
bottin..1,0
bottnande..1,0
bottning..1,0
bottnisk..1,0
botulin..1,0
botulism..1,-1
boule..1,0
boulevard..1,0
boulevardpress..1,0
bouppteckning..1,0
bouquet..1,0
bourbon..1,0
bourgeoisie..1,0
bourgogne..1,0
bourgognevin..1,0
boutique..1,0
boutredare..1,0
boutredning..1,0
boutredningsman..1,0
bouzouki..1,0
bovaktig..1,-1
bovaktighet..1,-1
bovete..1,0
boveteplätt..1,0
bovfysionomi..1,0
bowla..1,0
bowlande..1,0
bowlare..1,0
bowling..1,0
bowlingbana..1,0
bowlinghall..1,0
bowlingklot..1,0
bovstreck..1,-1
box..1,0
box..2,0
box..3,0
boxa..1,-1
boxande..1,-1
boxare..1,0
boxas..1,0
boxboll..1,0
boxer..1,0
boxershorts..1,0
boxervalp..1,0
boxhandske..1,0
boxkalv..1,0
boxning..1,0
boxningslokal..1,0
boxningsmatch..1,0
boxningsring..1,0
boxningstränad..1,0
boxningsträning..1,0
boxnummer..1,0
boyscout..1,0
boägg..1,0
brackig..1,-1
brackighet..1,-1
brackvatten..1,0
brackvattenlevande..1,0
bragdlopp..1,0
bragdmässig..1,1
bragelöfte..1,1
brailleskrift..1,0
brainstorming..1,0
brak..1,0
braka..1,0
brakande..1,0
brakfest..1,1
brakfiasko..1,-1
brakmiddag..1,0
brakskit..1,-1
brakskiva..1,1
braksuccé..1,1
brakteat..1,1
brakved..1,0
brakycefal..1,0
brakycefali..1,0
bralla..1,0
brallis..1,0
braman..1,0
bramanism..1,0
bramansk..1,0
bramin..1,0
bramsegel..1,0
bramstång..1,0
brandalarm..1,-1
brandartikel..1,0
brandbefäl..1,0
brandbil..1,0
brandbomb..1,1
brandbotten..1,0
brandchef..1,0
branddike..1,-1
branddörr..1,0
brandfackla..1,0
brandfara..1,-1
brandfarlig..1,0
brandfarlighet..1,0
brandfri..1,0
brandförsvar..1,1
brandförsäkra..1,0
brandförsäkring..1,0
brandförsäkringsavtal..1,0
brandförsäkringsbelopp..1,0
brandförsäkringsbolag..1,0
brandförsäkringsvärde..1,0
brandgata..1,-1
brandgavel..1,0
brandgranat..1,1
brandgrav..1,-1
brandgul..1,0
brandhärd..1,0
brandhärdig..1,1
brandhärdighet..1,1
brandhärja..1,-1
brandhärjande..1,-1
brandingenjör..1,0
brandinspektion..1,0
brandinspektör..1,0
brandkapten..1,0
brandkatastrof..1,-1
brandkår..1,0
brandkårsfrivillig..1,1
brandlager..1,0
brandlukt..1,0
brandman..1,0
brandmansgrepp..1,0
brandmur..1,0
brandoffer..1,-1
brandorsak..1,0
brandpost..1,0
brandredskap..1,0
brandrest..1,0
brandrör..1,-1
brandschaktare..1,0
brandsegel..1,1
brandskada..1,-1
brandskadad..1,-1
brandskatt..1,0
brandskatta..1,0
brandskattande..1,0
brandskattning..1,0
brandskydd..1,1
brandskyddslagstiftning..1,0
brandskåp..1,-1
brandslang..1,0
brandsläckarattrapp..1,0
brandsläckare..1,0
brandsoldat..1,0
brandspruta..1,0
brandstation..1,0
brandstege..1,0
brandstod..1,0
brandstodsbolag..1,0
brandstyrka..1,0
brandsvamp..1,0
brandsyn..1,0
brandsäker..1,1
brandsäkerhet..1,1
brandtal..1,0
brandtorn..1,0
brandvakt..1,0
brandvarnare..1,-1
brandväsen..1,1
brandy..1,0
brandövning..1,0
branschförening..1,0
branschledande..1,0
branschmässig..1,0
branschorganisation..1,0
branschråd..1,0
branschtidning..1,0
branschvana..1,0
brant..1,0
brant..2,0
branthet..1,0
brasa..1,0
brasilianare..1,0
brasiliansk..1,0
brasilianska..1,0
brasklapp..1,1
brass..1,0
brass..2,1
brassa..1,1
brassande..1,1
brasse..1,0
braständare..1,0
brasved..1,0
brats..1,0
bravad..1,0
bravera..1,0
braverande..1,0
bravuraria..1,0
bravurroll..1,0
braxen..1,0
braxengräs..1,0
braxenmygga..1,0
braxenpanka..1,0
break..1,1
breakdance..1,0
breccia..1,0
bredande..1,0
bredaxlad..1,0
bredband..1,0
bredbandsföretag..1,0
bredbar..1,0
bredbarhet..1,0
bredbent..1,1
bredbenthet..1,1
bredbladig..1,0
bredbladighet..1,0
bredbrättad..1,0
bredbrättig..1,0
bredbrättighet..1,0
bredd..1,0
breddande..1,0
breddgrad..1,0
breddidrott..1,0
breddmässig..1,0
breddning..1,0
bredhet..1,0
bredhet..2,0
bredkäftad..1,0
bredmun..1,0
bredmunnar..1,0
bredmynt..1,0
bredmynthet..1,0
bredrandig..1,0
bredrandighet..1,0
bredsida..1,0
bredsida..2,-1
bredsida..3,0
bredskyggig..1,0
bredskyggighet..1,0
bredspackel..1,0
bredspårig..1,0
bredspårighet..1,0
bredså..1,0
bredsådd..1,0
bredsående..1,0
bredvidläsning..1,0
brems..1,0
bremsa..1,0
bremsande..1,0
bremsning..1,0
bresilja..1,0
bretagnare..1,0
bretagnare..2,0
breton..1,0
bretonsk..1,0
bretonska..1,0
bretonska..2,0
brevbomb..1,1
brevbärare..1,0
brevbäring..1,0
brevcensur..1,-1
brevdialog..1,0
brevduva..1,0
brevenkät..1,0
brevfack..1,0
brevfråga..1,0
brevförsändelse..1,0
brevhemlighet..1,0
brevhuvud..1,0
breviarium..1,0
brevinkast..1,0
brevkort..1,0
brevlapp..1,0
brevlåda..1,0
brevlådeföretag..1,-1
brevlådeliknande..1,0
brevlådetömning..1,0
brevpapper..1,0
brevporto..1,0
brevpress..1,0
brevroman..1,0
brevsamling..1,0
brevskola..1,0
brevskrivande..1,0
brevskrivande..2,0
brevskrivare..1,0
brevskörd..1,0
brevstil..1,0
brevställ..1,0
brevställare..1,1
brevsvar..1,0
brevtelegram..1,0
brevvåg..1,0
brevvädjan..1,0
brevvän..1,0
brevväxla..1,0
brevväxlande..1,0
brevväxling..1,0
brevöppnare..1,0
bricka..1,0
bricka..2,0
brickband..1,0
brickbord..1,0
brickduk..1,0
bricklunch..1,0
brickplockare..1,0
brickunderlägg..1,1
brickvävd..1,0
brickvävning..1,0
bridge..1,0
bridgebord..1,0
bridgejunta..1,0
bridgespel..1,0
bridong..1,0
bridreaktor..1,0
briefa..1,0
briefande..1,0
brigad..1,0
brigadchef..1,0
brigadgeneral..1,0
brigadstab..1,0
brigadvis..2,0
brigadör..1,0
brigantin..1,0
brigg..1,0
briggsegel..1,0
brikett..1,0
brikettera..1,0
briketterande..1,0
briketterbar..1,0
briketterbarhet..1,0
brikettering..1,0
brikettpress..1,0
brikollstöt..1,0
briljant..1,1
briljant..2,1
briljanterad..1,1
briljantglas..1,0
briljantin..1,0
briljantring..1,0
briljantsmyckad..1,1
briljantsmycke..1,1
briljering..1,1
brilliant..1,0
brillor..1,1
bringa..1,0
bringa..2,0
bringande..1,0
brink..1,0
brinna..1,0
brinna..2,0
brinnande..1,0
brinnande..2,0
brinnande..3,0
brinnsträcka..1,0
brio..1,1
bris..1,0
brisad..1,1
brisans..1,0
brisansgranat..1,1
brisant..1,1
brisant..2,1
brisera..1,1
briserande..1,1
briserbar..1,1
briserbarhet..1,1
brisering..1,1
brisken..1,0
briskenhet..1,0
brissling..1,0
bristande..1,-1
bristande..2,-1
bristfällig..1,-1
bristfällighet..1,-1
bristläge..1,-1
bristning..1,-1
bristningsgräns..1,0
Bristoltrakten..1,0
bristsituation..1,-1
bristsjukdom..1,-1
bristvara..1,0
bristyrke..1,0
britanniametall..1,0
britannisk..1,0
brits..1,0
britt..1,0
brittmässa..1,0
brittsommar..1,0
brittsommarväder..1,0
broande..1,0
broavgift..1,0
brobana..1,0
brobelastning..1,0
brobygge..1,0
brobyggnad..1,0
brobänk..1,0
broccoli..1,0
brochette..1,0
brockfågel..1,0
brodd..1,-1
brodd..2,0
brodda..1,-1
broddande..1,-1
brodera..1,0
brodera..2,0
broderande..1,0
broderande..2,0
broderbar..1,0
broderbar..2,0
broderbarhet..1,0
broderbarhet..2,0
broderbok..1,0
broderbåge..1,0
broderfolk..1,0
brodergarn..1,0
broderi..1,0
brodering..1,0
broderland..1,0
broderlighet..1,1
brodermord..1,-1
brodermördare..1,-1
brodernål..1,0
brodersax..1,0
brodersilke..1,0
broderskap..1,1
broderskärlek..1,1
brodersöm..1,0
brodyr..1,0
brodös..1,0
brofäste..1,1
brohus..1,0
brohuvud..1,0
broiler..1,0
brok..1,0
brokad..1,0
brokanal..1,0
brokar..1,1
brokbladig..1,0
brokbladighet..1,0
brokblommig..1,0
brokblommighet..1,0
brokig..1,0
brokighet..1,0
brokista..1,1
brokspett..1,0
brolla..1,0
brolopp..1,0
brolägga..1,0
broläggande..1,0
bromelia..1,0
bromera..1,0
bromerande..1,0
bromerbar..1,0
bromerbarhet..1,0
bromering..1,0
bromförgiftning..1,-1
bromid..1,0
bromism..1,-1
bromläcka..1,0
Brommamamma..1,0
broms..1,0
broms..2,0
bromsa..1,0
bromsande..1,0
bromsare..1,0
bromsback..1,0
bromsband..1,0
bromsbelägg..1,0
bromsblock..1,0
bromscylinder..1,0
bromsfading..1,0
bromsfel..1,-1
bromsgaller..1,0
bromshandtag..1,0
bromsilverpapper..1,0
bromsklaff..1,0
bromskloss..1,0
bromskloss..2,-1
bromskraft..1,0
bromsljus..1,0
bromsmedicin..1,0
bromsning..1,0
bromsolja..1,0
bromspedal..1,0
bromsraket..1,0
bromsservo..1,0
bromsskiva..1,0
bromssko..1,0
bromsskärm..1,0
bromsspår..1,0
bromsstrålning..1,0
bromssträcka..1,0
bromssystem..1,0
bromstrumma..1,0
bromsvagn..1,0
bromsverkan..1,0
bromsvätska..1,0
bromtymolblått..1,0
bromural..1,0
bromväte..1,0
bromvätesyra..1,0
bromyl..1,0
bronker..1,0
bronkialastma..1,-1
bronkit..1,-1
bronkografi..1,0
bronkoskop..1,0
bronkoskopi..1,0
bronsborste..1,1
bronsera..1,1
bronserande..1,1
bronserbar..1,1
bronserbarhet..1,1
bronsering..1,1
bronsfärg..1,0
bronsfärgad..1,1
bronsförgylla..1,1
bronsförgyllande..1,1
bronsinfattad..1,0
bronskanna..1,0
bronsknapp..1,0
bronskärl..1,0
bronsmedaljör..1,1
bronsmynt..1,0
bronsmärke..1,0
bronssmycke..1,1
bronsspänne..1,0
bronsstaty..1,0
bronsstatyett..1,0
bronssvärd..1,0
bronstavla..1,0
bronsyxa..1,-1
bronsålder..1,0
bronsåldersfynd..1,0
bronsåldersgrav..1,-1
bronsåldersmänniska..1,0
broolycka..1,-1
bropelare..1,0
bropengar..1,0
broplanka..1,0
brorsa..1,0
brorsarv..1,0
brorsbarn..1,0
brorsdotter..1,0
brorskål..1,0
brorslott..1,0
brorson..1,0
brosch..1,1
broscherad..1,0
broschyr..1,0
brosk..1,0
broskartad..1,0
broskfisk..1,0
broskfiskar..1,0
broskhinna..1,0
broskskiva..1,0
broskskivling..1,0
brosksvamp..1,0
broskverk..1,1
broskvävnad..1,0
broslagning..1,0
brosme..1,0
brospann..1,0
brossla..1,0
brosslande..1,0
brotsch..1,0
brotscha..1,0
brotschande..1,0
brottare..1,0
brottarlegendar..1,0
brottas..1,1
brottas..2,0
brottmål..1,0
brottmålsdomare..1,0
brottmålsdomstol..1,0
brottmålsprocess..1,0
brottning..1,0
brottningsgrepp..1,0
brottningskamp..1,0
brottningsmatch..1,0
brottningsring..1,0
brottsbalk..1,0
brottsbekämpande..1,1
brottsbekämpning..1,1
brottsbevakning..1,0
brottsförebyggande..1,1
brottshistoria..1,0
brottsjournalistik..1,0
brottsjö..1,0
brottskonkurrens..1,-1
brottsoffer..1,-1
brottsplats..1,0
brottsplatsexpert..1,1
brottsplatstekniker..1,0
brottsplatsundersökning..1,0
brottsprovokation..1,-1
brottsregister..1,0
brottsrekvisit..1,0
brottsrubricering..1,0
brottstillfälle..1,0
brottstycke..1,0
brottställe..1,0
brottsutreda..1,0
brottsutredande..1,0
brottsutredning..1,0
brottyta..1,0
brovalv..1,0
browning..1,0
broöppning..1,0
bruckel..1,-1
bruckla..1,-1
brucklande..1,-1
brud..1,0
brud..2,0
brudand..1,0
brudborste..1,0
brudbröd..1,0
brudbukett..1,0
brudfoto..1,0
brudfrämma..1,0
brudfölje..1,0
brudgum..1,0
brudgåva..1,0
brudklänning..1,0
brudkrona..1,0
brudköp..1,0
brudmystik..1,0
brudnäbb..1,0
brudpall..1,0
brudpar..1,0
brudpäll..1,0
brudrov..1,-1
brudslöja..1,-1
brudslöja..2,0
brudsporre..1,0
brudstol..1,0
brudsäng..1,0
brudtärna..1,0
brudöverlämning..1,0
brugd..1,0
brukare..1,0
brukbar..1,0
brukbarhet..1,0
bruklig..1,0
bruklighet..1,0
brukning..1,0
brukningsenhet..1,0
bruksanvisning..1,0
bruksarbetare..1,0
bruksartikel..1,0
bruksdisponent..1,0
bruksdjur..1,0
bruksdrift..1,0
bruksföremål..1,0
brukshund..1,0
brukskonst..1,0
brukslagare..1,0
brukslev..1,0
brukslå..1,0
brukslående..1,0
bruksort..1,0
brukspatron..1,0
bruksrörelse..1,0
brukssamhälle..1,0
bruksvärde..1,1
bruksvärdeshyra..1,0
brum..1,0
brumbas..1,0
brumbjörn..1,-1
brumkör..1,0
brumma..1,0
brummande..1,0
brummare..1,0
brumning..1,0
brun..1,0
brun..2,0
brunaktig..1,0
brunaktighet..1,0
brunalg..1,0
brunand..1,0
brunbetsa..1,0
brunbetsande..1,0
brunbetsning..1,0
brunbär..1,0
brunch..1,0
brunchtest..1,0
bruneier..1,0
bruneisk..1,0
bruneiska..1,0
brunera..1,1
brunerande..1,1
brunerbar..1,1
brunerbarhet..1,1
brunering..1,1
brunett..1,0
brunett..2,0
brunfärga..1,0
brunfärgad..1,0
brunfärgande..1,0
brunglänsande..1,0
brungrå..1,0
brungul..1,0
brunhet..1,0
brunhyad..1,0
brunhårig..1,0
brunhårighet..1,0
brunjord..1,0
brunkol..1,0
brunkolsdoft..1,0
brunkulla..1,0
brunkål..1,0
brunlackerad..1,0
brunmurrig..1,0
brunmurrighet..1,0
brunmålad..1,0
brunnsdrickning..1,0
brunnskall..1,0
brunnskar..1,0
brunnskur..1,0
brunnsläkare..1,0
brunnsort..1,0
brunnspark..1,0
brunnsvatten..1,0
brunockra..1,0
brunrost..1,-1
brunrutig..1,0
brunrutighet..1,0
brunråtta..1,0
brunröd..1,0
brunröta..1,-1
brunskära..1,0
brunsmutsig..1,-1
brunst..1,-1
brunsten..1,0
brunstig..1,-1
brunstighet..1,-1
brunsttid..1,0
brunsvart..1,0
brunte..1,0
brunögd..1,0
brunögdhet..1,0
brunört..1,0
brus..1,0
brusa..1,0
brusande..1,0
brusdryck..1,0
brushane..1,0
brushuvud..1,-1
brusig..1,0
brusighet..1,0
brustablett..1,0
brusten..1,-1
brustenhet..1,-1
brutaliserbar..1,-1
brutaliserbarhet..1,-1
brutalisering..1,-1
brutta..1,0
brutto..2,0
bruttoavkastning..1,1
bruttobehållning..1,1
bruttobelopp..1,0
bruttodräktighet..1,0
bruttoformel..1,0
bruttoinkomst..1,0
bruttolön..1,0
bruttopris..1,0
bruttoregisterton..1,0
bruttovikt..1,0
bruttovinst..1,1
bruttovärde..1,1
bryddhet..1,0
bryderi..1,-1
brydsam..1,-1
brydsamhet..1,-1
brygd..1,0
brygga..1,0
brygga..2,0
brygga..3,0
brygga..4,0
bryggande..1,0
bryggande..2,0
bryggarbil..1,0
bryggare..1,0
bryggd..1,0
bryggdans..1,0
bryggeri..1,0
bryggerijäst..1,0
bryggerijätte..1,0
brygghus..1,0
bryggjäst..1,0
bryggkaffe..1,0
bryggkant..1,0
bryggmald..1,1
bryggmalen..1,1
bryggplats..1,0
bryggvåg..1,0
brylépudding..1,0
brylling..1,0
brylå..1,0
brynja..1,1
brynset..1,0
brynsten..1,0
brynstål..1,0
bryolog..1,0
bryologi..1,0
bryskhet..1,-1
brysselkål..1,0
brysselmatta..1,0
brysselspets..1,0
brytarfel..1,-1
brytbar..1,-1
brytbar..2,0
brytbar..3,0
brytbarhet..1,-1
brytbarhet..2,0
brytbarhet..3,0
brytblad..1,0
brytbladskniv..1,0
brytböna..1,0
brytning..1,0
brytning..2,-1
brytning..3,0
brytning..4,0
brytning..5,-1
brytning..6,0
brytning..7,0
brytningsexponent..1,0
brytningsfel..1,-1
brytningsförmåga..1,1
brytningsgräns..1,0
brytningsindex..1,0
brytningsperiod..1,0
brytningspunkt..1,0
brytningstid..1,0
brytningsvinkel..1,0
brytningsår..1,0
brytpunkt..1,0
brytpunkt..2,0
brytvapen..1,0
bråckband..1,-1
bråddjup..1,0
bråddjup..2,0
bråddjuphet..1,0
brådhet..1,-1
brådmogen..1,1
brådmogenhet..1,1
brådmognad..1,1
brådskande..1,0
brådskande..2,0
brådstörtad..1,0
bråkdel..1,0
bråkighet..1,-1
bråkmakare..1,-1
bråkräkning..1,0
bråkstreck..1,0
bråktal..1,0
brånad..1,-1
bråte..1,-1
bräck..1,1
bräcka..1,1
bräcka..3,0
bräcka..4,0
bräckage..1,1
bräckande..1,1
bräckande..3,0
bräckande..4,0
bräckhammare..1,0
bräckjärn..1,0
bräckkorv..1,0
bräcklig..1,-1
bräcklighet..1,-1
bräckning..1,1
bräckning..3,0
bräckning..4,0
bräckt..1,0
bräckthet..1,0
bräckvatten..1,0
bräda..1,0
bräda..2,1
brädande..1,1
brädbeklä..1,0
brädbeklädande..1,0
brädbeklädd..1,0
brädbeklädnad..1,0
brädbeslå..1,0
brädbeslående..1,0
brädd..1,0
brädda..1,0
bräddande..1,0
bräddavlopp..1,0
bräddfull..1,0
bräddfullhet..1,0
bräddfylld..1,0
bräddfylldhet..1,0
bräde..1,0
brädfodra..1,0
brädfodrande..1,0
brädgång..1,0
brädgård..1,0
brädplank..1,-1
brädsegla..1,0
brädseglande..1,0
brädslå..1,0
brädslående..1,0
brädspel..1,0
brädvägg..1,0
bräka..1,0
bräkande..1,0
bräken..1,0
bräkning..1,0
bräm..1,0
bräma..1,0
brämande..1,0
bränna..1,0
bränna..2,0
brännande..1,1
brännande..2,0
brännande..3,0
brännare..1,0
brännas..1,-1
brännbar..1,0
brännbarhet..1,0
brännblåsa..1,0
brännboll..1,0
brännboll..2,0
brännbollskast..1,0
brännbollsträ..1,-1
bränne..1,0
bränneri..1,0
brännglas..1,0
brännhet..1,0
brännhår..1,0
bränning..1,0
brännjärn..1,0
brännkammare..1,0
brännlack..1,0
brännlackera..1,0
brännlackerande..1,0
brännlackerbar..1,0
brännlackerbarhet..1,0
brännlackering..1,0
brännmanet..1,0
brännmaterial..1,0
brännmärkning..1,-1
brännmärkning..2,0
brännoffer..1,-1
brännolja..1,0
brännpunkt..1,0
brännskada..1,-1
brännskada..2,-1
brännskadad..1,-1
brännskadande..1,-1
brännstål..1,0
brännsår..1,-1
bränntorv..1,0
brännugn..1,0
brännved..1,0
brännvidd..1,0
brännvin..1,-1
brännvinsadvokat..1,0
brännvinsbas..1,0
brännvinsbord..1,0
brännvinsbränneri..1,0
brännvinsbränning..1,0
brännvinsdestilleri..1,0
brännvinsdestillering..1,0
brännvinsglas..1,0
brännvinsnäsa..1,-1
brännvinsprovare..1,0
brännyta..1,0
brännässla..1,0
bränslebesparande..1,0
bränslebesparing..1,0
bränslebrist..1,-1
bränslecell..1,0
bränslecellsdriven..1,0
bränslecellskonstruktion..1,0
bränslecellskraftverk..1,0
bränslecellstyp..1,0
bränsledepå..1,0
bränsleelement..1,0
bränslefilter..1,0
bränslefält..1,0
bränsleförbrukning..1,0
bränsleförråd..1,0
bränslegas..1,0
bränslekanal..1,0
bränslekris..1,-1
bränslemätare..1,0
bränsleomvandlare..1,0
bränsleransonering..1,0
bränsleslukande..1,0
bränslesnål..1,0
bränslesnålhet..1,0
bränslestav..1,0
bränsletank..1,0
bränsletillägg..1,0
bränsletyp..1,0
bränsleåtgång..1,0
bräsch..1,0
bräsera..1,0
bräserande..1,0
bräserbar..1,0
bräserbarhet..1,0
bräsering..1,0
bräsma..1,0
bräss..1,0
brätte..1,0
bröa..1,0
bröande..1,0
brödbagge..1,0
brödbak..1,0
brödbit..1,0
brödbrist..1,-1
brödburk..1,0
brödfat..1,0
brödfrukt..1,0
brödföda..1,0
bröding..1,0
brödkaka..1,0
brödkant..1,0
brödkavel..1,0
brödkniv..1,0
brödkorg..1,0
brödlös..1,0
brödlöshet..1,0
brödnagg..1,0
brödpris..1,0
brödpudding..1,0
brödrafolk..1,0
brödralag..1,1
brödrapar..1,0
brödrasinne..1,1
brödraskap..1,1
brödrost..1,0
brödsbrytelse..1,0
brödskiva..1,0
brödskriveri..1,0
brödsmula..1,0
brödspade..1,0
brödstil..1,0
brödstycke..1,0
brödsäd..1,0
brödtext..1,0
bröl..1,0
bröla..1,0
brölande..1,0
bröllop..1,0
bröllopsbuss..1,0
bröllopsdag..1,0
bröllopsdikt..1,0
bröllopsfest..1,1
bröllopsfoto..1,0
bröllopsgåva..1,0
bröllopsgäst..1,0
bröllopsinspirerad..1,1
bröllopskläder..1,0
bröllopsklänning..1,0
bröllopsmarsch..1,0
bröllopsmåltid..1,0
bröllopsnatt..1,0
bröllopspar..1,0
bröllopsplan..1,0
bröllopspoet..1,0
bröllopspresent..1,0
bröllopsresa..1,0
bröllopsresmål..1,0
bröllopssed..1,0
bröllopssällskap..1,0
bröllopstårta..1,0
bröllopsvideo..1,0
bröllopsvittne..1,0
bröllopsyra..1,1
bröst..1,0
bröst..2,0
